y,cluster,pred,score
1,0,1,0.6245139559806505
0,1,0,0.4888002825905906
1,1,0,0.4349312681790111
0,1,0,0.43215079048393445
0,0,1,0.6021092681204883
1,0,1,0.634791169864413
0,1,0,0.42470552191798333
0,1,0,0.4395199196084109
0,0,1,0.5999772322766121
0,0,1,0.5473032839620173
1,0,1,0.6068157276548294
0,0,1,0.5423107567730778
0,0,1,0.5578700550770814
1,1,0,0.40258187556203906
0,0,1,0.5888547964644038
1,1,0,0.4297175949782219
1,0,1,0.5326572838026012
0,0,1,0.6093469257730295
0,0,1,0.5898258826797395
1,0,1,0.54810080505497
0,0,1,0.5273805898295851
1,1,0,0.44987092730048145
1,1,0,0.43574957981192525
0,0,1,0.6222041340551574
1,0,1,0.554215424907727
0,0,1,0.6022057731116526
1,0,1,0.6132949643945222
1,0,1,0.6012411919553396
1,0,1,0.6164844593324816
1,0,1,0.5449749033337579
0,1,0,0.4527467470601543
0,1,0,0.41254790601581687
0,0,1,0.5024907213217118
1,0,1,0.6237347451174409
1,0,1,0.5702815145055848
0,0,1,0.5654525004170818
0,1,0,0.42938976223865527
1,0,1,0.6218350291341195
1,0,1,0.5714592382918975
0,1,0,0.44622569247908345
0,1,0,0.4190394389482964
1,1,0,0.4658776082325564
0,0,1,0.5089360667164651
1,1,0,0.4361427237551659
0,1,0,0.42924643366056253
0,0,1,0.588755378491056
1,0,1,0.5791147701870686
1,1,0,0.4775007899937261
0,0,1,0.5319567060339576
0,1,0,0.43241663011917947
1,0,1,0.6000832865377137
1,0,1,0.5554107414826616
1,0,1,0.5674780396483392
0,0,1,0.5487384161784843
1,1,0,0.42885911748914596
1,1,0,0.41880132231703115
0,0,1,0.6043441147786939
0,0,1,0.5388953029773469
0,0,1,0.5348955945444737
0,1,0,0.4148701315080163
1,1,0,0.4446502866334724
0,0,1,0.599190135490433
0,1,0,0.48147383010306266
0,0,1,0.5977662539117653
0,1,0,0.49149397618623075
0,0,1,0.5850235044466358
1,0,1,0.5850759723654646
0,0,1,0.5296275330916762
1,0,1,0.6206573895801034
0,0,1,0.5922669336393178
0,0,1,0.6225600375697987
0,1,0,0.45780274838755136
1,0,1,0.6189825556454135
1,0,1,0.5160315364593508
1,0,1,0.5814240394286674
0,1,0,0.45625683885678076
1,0,1,0.6291433651619494
0,0,1,0.6258074904564499
1,1,0,0.4741245572508439
1,0,1,0.6085132619606421
1,1,0,0.46900334401953486
0,0,1,0.5980789308646643
1,0,1,0.6205416260817003
1,0,1,0.6109213764661717
1,0,1,0.568446840319277
0,0,1,0.5046745154302743
0,1,0,0.47461982951283155
0,1,0,0.40558018970276344
0,1,0,0.49318371788157483
1,0,1,0.5965787615637005
1,1,0,0.4731548806908539
1,1,0,0.4228108273355814
0,0,1,0.5905155012324592
0,0,1,0.59532978311748
0,1,0,0.4342191430909521
1,0,1,0.6178089108197484
1,0,1,0.5756910847604083
0,0,1,0.5898213748374183
0,1,0,0.4339366344204433
0,1,0,0.40155387389271846
0,1,0,0.4088071955257309
1,0,1,0.5821323217266082
0,1,0,0.4470948338846628
0,0,1,0.6104410826001596
0,0,1,0.5789170877805648
1,0,1,0.609067989592406
1,0,1,0.5970299328307479
1,0,1,0.5532643870818373
0,0,1,0.5118109436002524
1,0,1,0.5968741569377163
0,0,1,0.605525232000506
0,0,1,0.6116997247188741
0,1,0,0.4288889201626846
0,0,1,0.6003378150862513
1,1,0,0.4201199105866524
0,0,1,0.6169584934559493
0,1,0,0.4486917342892058
1,0,1,0.5925467846621147
0,0,1,0.5305964148092089
1,0,1,0.5745523833014468
0,0,1,0.5240471949871419
0,1,0,0.44601513664791903
1,1,0,0.447469235663594
1,1,0,0.4148172133185337
0,1,0,0.46028634566382304
1,0,1,0.6132994425003514
1,0,1,0.5415691492318889
1,1,0,0.4679110003631684
0,1,0,0.42354663942823495
1,0,1,0.6015271328873022
0,1,0,0.4610689592183286
0,0,1,0.603266573452249
1,0,1,0.5406326780218849
0,1,0,0.44178484860517375
0,1,0,0.4582233763217534
1,1,0,0.46327452328422886
1,1,0,0.4780872334497307
1,0,1,0.5679257533106551
0,1,0,0.41213770494222585
0,0,1,0.5813274496928307
0,1,0,0.4640388547701905
1,1,0,0.43285642414608233
0,0,1,0.5110189458481927
1,0,1,0.5140612613059882
0,1,0,0.4592885676814825
1,1,0,0.4567035602506378
0,1,0,0.4970731874300859
0,1,0,0.47037491523040187
0,1,0,0.4389070854660355
0,0,1,0.6067136778706486
1,0,1,0.6257314667686815
0,1,0,0.44709802554752265
1,0,1,0.6261481329612696
0,0,1,0.5123842180031136
1,0,1,0.6179647978309577
0,1,0,0.42873598357969456
1,0,1,0.5422006749905223
0,1,0,0.43699628855445916
1,0,1,0.6159343289090953
0,1,0,0.46377107541472934
1,0,1,0.596811694712108
0,1,0,0.45360159036353886
0,0,1,0.5643588622568262
1,0,1,0.53932669029328
0,1,0,0.4439130806481407
0,1,0,0.4652317039784773
0,0,1,0.5033494079742576
0,0,1,0.5944851527929801
0,0,1,0.6221140826867237
1,0,1,0.6130325210313825
1,0,1,0.6056627482034144
1,0,1,0.6166278749372898
0,1,0,0.49984867049993686
0,1,0,0.4550458454668594
0,0,1,0.6319708710760197
0,0,1,0.5478297909454043
0,1,0,0.42725706491730087
0,0,1,0.5876871494524978
1,1,0,0.449070429652361
1,0,1,0.57187048394125
0,1,0,0.4416919712296036
0,0,1,0.509848715105764
0,0,1,0.5865899986233167
1,0,1,0.6193073928122733
0,1,0,0.4618634903297482
1,0,1,0.6037488518153106
1,1,0,0.4167024043481376
1,0,1,0.6165750136993109
0,1,0,0.46196185994070194
1,0,1,0.5952104299867751
0,0,1,0.6018095418429842
1,1,0,0.457544433540398
0,0,1,0.6250341669754459
0,1,0,0.47067971348085647
0,1,0,0.4990447459839965
1,0,1,0.5689284241007633
1,0,1,0.6046091779322261
0,1,0,0.47299771453679673
0,1,0,0.44130876628645455
0,0,1,0.6171315423379458
1,0,1,0.5960292393343177
1,1,0,0.4534812539824819
0,0,1,0.5017590742490886
0,1,0,0.43146897185989297
0,1,0,0.4034436901296565
0,1,0,0.4314850711696394
0,1,0,0.4253577836018414
0,0,1,0.5742614103948868
0,1,0,0.4455245928643163
1,0,1,0.5628316267156923
0,1,0,0.4586109592398451
0,0,1,0.5999268045943967
0,1,0,0.44360281732734774
1,0,1,0.6070902764808017
1,0,1,0.6017662127851426
1,0,1,0.6056180306287794
1,0,1,0.6338747737892602
1,1,0,0.4458720950057339
1,0,1,0.6049217915798044
0,0,1,0.5912367306567827
0,1,0,0.44576243260956944
0,0,1,0.5004215369602878
1,1,0,0.44713022191607676
0,0,1,0.5820691925019426
0,0,1,0.6060143730670339
0,0,1,0.5977518062133141
0,1,0,0.42126406699939484
1,0,1,0.6159392084245285
0,0,1,0.5673988792190412
0,1,0,0.460021486221565
1,0,1,0.5917283853936721
1,1,0,0.4287278773075228
1,0,1,0.6117348796730424
0,1,0,0.4907720222223998
1,1,0,0.41562994111825696
1,0,1,0.5919380764450651
0,0,1,0.6207595144610304
1,0,1,0.5742126424266252
0,0,1,0.5412023741070328
1,1,0,0.46269968717224513
1,0,1,0.6051926961455518
0,1,0,0.43400298128736037
0,1,0,0.4755996585039402
0,0,1,0.57571490937994
0,0,1,0.5356582877662461
0,1,0,0.48755222175344903
0,0,1,0.6162112442956503
1,0,1,0.5956626744131257
0,1,0,0.43356995333651
1,0,1,0.584653540147785
0,1,0,0.43519162066533706
1,1,0,0.49518986485154737
1,0,1,0.6150915568547235
1,1,0,0.436664346161176
0,1,0,0.425068697317456
0,1,0,0.4459398997173571
1,0,1,0.6170212782621831
0,0,1,0.5845735433739282
0,0,1,0.5744033995959089
0,0,1,0.5889345663329427
0,1,0,0.42906824054082654
0,1,0,0.42220561921599287
0,1,0,0.46970511290394035
1,0,1,0.6130537773375468
1,0,1,0.5876158648887571
1,0,1,0.5407089015166265
1,0,1,0.5138311333970328
1,0,1,0.6115533131579779
0,0,1,0.5152249378645491
0,1,0,0.416903894933657
0,1,0,0.46556578834174445
0,0,1,0.600067064622601
0,1,0,0.4928573864160385
0,1,0,0.4767276141020244
1,0,1,0.6070893293831381
0,0,1,0.6117802368420067
1,0,1,0.590328573593374
0,0,1,0.5597965255665636
1,1,0,0.41879049970247817
0,0,1,0.583165631391594
1,0,1,0.6321552318516781
1,0,1,0.5985937547385366
0,0,1,0.5095487297197863
1,0,1,0.5565128051400273
1,1,0,0.47476534190599046
1,0,1,0.6034090144069572
1,1,0,0.4361311539924663
1,0,1,0.5532643870818373
1,0,1,0.6498972460597645
1,0,1,0.5665612274899827
1,0,1,0.6130297618203772
0,0,1,0.6007479721961819
1,0,1,0.6263550784313394
0,1,0,0.462273059906364
1,0,1,0.6088905750817697
0,0,1,0.5652178481672433
1,0,1,0.5386492815138264
0,1,0,0.41559832725625323
1,0,1,0.6090671286767854
1,0,1,0.6133246221941707
1,0,1,0.586331566590244
0,0,1,0.608031769672957
0,0,1,0.519124337924363
1,1,0,0.41947733317117775
1,1,0,0.44616475673518663
0,0,1,0.6014744485954009
1,1,0,0.4395271685039603
1,0,1,0.6269910628248379
1,0,1,0.5548095183561177
0,0,1,0.5860756100681599
0,0,1,0.5776306289174422
0,1,0,0.42722431729911253
1,1,0,0.43541537551207815
0,1,0,0.44583365590152385
1,0,1,0.5947784642413396
0,1,0,0.43570481003080636
0,1,0,0.41829690687137205
0,0,1,0.5522067622591615
1,1,0,0.45172471935325753
1,0,1,0.6304218133625101
0,0,1,0.543835681564073
1,0,1,0.5721633049178382
0,1,0,0.43450267103171714
1,0,1,0.5181476747399666
1,0,1,0.5508632062565203
1,0,1,0.6276747346201346
1,1,0,0.4573957458735821
1,0,1,0.5668188273800614
0,1,0,0.4531915230850828
1,0,1,0.5948850691348575
0,1,0,0.44886480718555294
0,0,1,0.5823632411632012
1,0,1,0.5968673566407005
1,0,1,0.5707791939879583
1,0,1,0.5778457830445775
1,1,0,0.39719867742193077
1,0,1,0.5785017976483521
0,1,0,0.39394956025413275
0,1,0,0.45961849244728675
1,1,0,0.43647900831060016
1,0,1,0.6288152507384797
1,0,1,0.5862143096938198
1,0,1,0.5661812163603094
1,0,1,0.5998931935124135
0,0,1,0.586700992395823
0,1,0,0.4246669065005606
0,1,0,0.42756601591178356
0,0,1,0.6312267721581578
1,1,0,0.40354600564905735
0,1,0,0.45659968671046786
1,0,1,0.590256763317372
1,0,1,0.5817422802271925
1,0,1,0.5470317894046693
0,0,1,0.5440202614727531
0,0,1,0.5748076332201064
0,1,0,0.42480692590436725
0,0,1,0.6109807507088639
1,0,1,0.5939923753819325
0,0,1,0.5037722512350907
1,0,1,0.6212812523697825
1,0,1,0.6104882095285866
0,1,0,0.4334143863638336
1,0,1,0.5813683369240772
1,1,0,0.4138375364239409
0,0,1,0.599737295327851
0,1,0,0.4949911902924236
1,0,1,0.6032140096130217
1,1,0,0.44212425992179294
0,0,1,0.597754963811262
1,0,1,0.5831379937772512
0,0,1,0.5531722598812409
0,1,0,0.4749284714943604
1,0,1,0.6101517777343308
0,1,0,0.4925477745198864
0,1,0,0.477659042644882
1,1,0,0.4764035610960779
1,0,1,0.6147137657880671
0,0,1,0.6167270878521038
1,0,1,0.5854453963537608
0,0,1,0.537276833335316
1,0,1,0.610750120971691
0,0,1,0.5871801461645605
1,1,0,0.42107748587194616
0,0,1,0.5750085298245463
1,0,1,0.5899337823365477
0,0,1,0.5150518166556667
0,1,0,0.4055263312070841
1,0,1,0.5650707562568026
1,0,1,0.5764332263662023
1,1,0,0.4421267024966928
1,0,1,0.6039827257967592
1,1,0,0.45837940445126024
0,1,0,0.4289642765598222
0,1,0,0.46617546863891074
0,0,1,0.621614958726091
1,0,1,0.6269207346063496
1,1,0,0.4361311539924663
0,1,0,0.4883699952353935
0,1,0,0.4216702901355135
0,1,0,0.49949269795123563
1,0,1,0.5654842202993557
0,0,1,0.5596386286862578
1,0,1,0.6179647978309577
0,0,1,0.6278836748665574
0,0,1,0.5498761218984365
1,1,0,0.4788415627082625
1,0,1,0.6096288031184289
1,0,1,0.5116970845649578
0,0,1,0.5785413963369233
0,1,0,0.4937180089928571
0,1,0,0.45453820446576443
0,0,1,0.6195300337684417
1,0,1,0.6391366950381775
0,1,0,0.48899653328603004
0,0,1,0.6178471461638433
1,0,1,0.5862413542482047
1,0,1,0.6010465879943698
1,1,0,0.4722876587268755
1,0,1,0.6215760688312189
1,0,1,0.5518926858037997
1,0,1,0.6004767324576628
1,0,1,0.5539978367532573
0,1,0,0.4133990817936427
1,0,1,0.5936332460532585
1,0,1,0.548146035711268
0,0,1,0.6355213194868623
1,0,1,0.6367224113825549
0,0,1,0.6261003285257606
1,0,1,0.5675632734201865
0,0,1,0.5471497396206566
1,0,1,0.6012682097772653
1,0,1,0.5991758113081335
1,0,1,0.6144600023962804
1,1,0,0.4242689656267702
1,0,1,0.6175496951610459
1,0,1,0.572748450982296
0,0,1,0.577500670381441
1,0,1,0.6332835391853349
0,1,0,0.42540127796915306
1,1,0,0.44687701948318415
0,1,0,0.480982988125516
0,1,0,0.42935719150630147
1,0,1,0.6160717131923659
1,0,1,0.5924141445084758
1,0,1,0.5145861396248934
1,1,0,0.4093969856849661
1,1,0,0.41879049970247817
1,1,0,0.4909023324927591
1,0,1,0.5419726273188177
1,0,1,0.6196236528596994
0,0,1,0.6194677205800415
0,0,1,0.5960292523607161
1,1,0,0.4695118344560953
0,0,1,0.5149880431788668
0,1,0,0.4373697428493019
0,0,1,0.513968231193261
0,1,0,0.46578121214282986
1,1,0,0.4915344619199202
0,1,0,0.44078962215501666
0,0,1,0.5536845352784152
0,1,0,0.4247473194537372
0,1,0,0.44360172051976204
1,0,1,0.5610567190677315
0,0,1,0.5076070756766423
1,0,1,0.5324952138506996
1,1,0,0.4574956143757144
1,1,0,0.4483419203229514
1,0,1,0.5901258147585217
0,1,0,0.44968495692661115
0,1,0,0.47837507039361715
0,0,1,0.5171430315839897
0,1,0,0.41641289764298134
0,1,0,0.4350438495821598
0,1,0,0.4272709487370494
1,0,1,0.5526154296359428
1,1,0,0.4886372320470816
1,0,1,0.599015010133185
1,0,1,0.6086062441203259
1,0,1,0.6236988391314839
0,0,1,0.5942398445380463
0,1,0,0.43878294151854613
0,0,1,0.5639484651234447
1,0,1,0.5704304149388706
0,0,1,0.5948656518544488
1,0,1,0.614365038332926
1,0,1,0.6103056837666906
1,0,1,0.5895175409809802
1,0,1,0.5603492230543164
1,0,1,0.5657989641064132
1,1,0,0.4534038517794384
1,0,1,0.6165514514017849
0,1,0,0.4252665386733833
0,0,1,0.5957710932299255
0,0,1,0.6018522440049552
1,0,1,0.5468536045402024
1,1,0,0.42285192818073886
1,0,1,0.6141657574645348
0,1,0,0.4913022533828476
0,0,1,0.5552980867560628
1,1,0,0.43299026519534906
0,0,1,0.6030032824534958
0,0,1,0.6173405961110415
1,0,1,0.6207791369553619
0,1,0,0.47703080571084877
1,1,0,0.41842892808870563
1,1,0,0.49297630505246776
1,0,1,0.6131632378642083
1,1,0,0.4738140596067349
1,0,1,0.5943039669443942
0,0,1,0.5673547254680087
0,1,0,0.41462808229088766
0,1,0,0.39527946978051853
1,0,1,0.6036278747929321
0,1,0,0.4413055098205468
0,1,0,0.4924239970586288
0,0,1,0.5311230542270642
1,1,0,0.4672476021681871
1,0,1,0.6279692724315944
1,0,1,0.6113486337497926
0,0,1,0.5882508200516038
0,1,0,0.4712014847068684
0,1,0,0.4139844169607466
0,1,0,0.4081589056116188
0,1,0,0.45330172616318787
0,1,0,0.45611392565602404
0,1,0,0.43813027333964477
1,0,1,0.5477013696085725
0,0,1,0.5132544284751019
0,1,0,0.4298238994132305
0,0,1,0.5433915061617764
1,0,1,0.565784407062894
0,0,1,0.54267813510791
1,1,0,0.4717541378319901
1,1,0,0.4065867358978331
1,0,1,0.5423547037615463
1,0,1,0.5614307090160722
1,1,0,0.4059800777374266
1,0,1,0.5537775577823382
0,1,0,0.4133311160836678
0,0,1,0.5764347808277629
0,0,1,0.5265155199496657
0,0,1,0.5003541267664999
1,0,1,0.5916085694831793
0,0,1,0.5910666886438988
1,0,1,0.5608697390115013
1,0,1,0.6209571511836768
1,0,1,0.6359779626052646
0,1,0,0.4507802459822896
1,1,0,0.41509507677244933
0,0,1,0.5853374185501262
1,0,1,0.5771638627914094
0,1,0,0.4867966894652874
1,1,0,0.4393526636403754
0,1,0,0.4343261788905586
1,0,1,0.6058489242762957
0,0,1,0.6060963629914117
0,1,0,0.475982840616442
1,0,1,0.6112002208419044
0,0,1,0.5469092116807615
0,1,0,0.47522961827151206
0,1,0,0.4564981884075552
1,0,1,0.5815506263589596
1,1,0,0.43950885224047576
1,0,1,0.6065916605671609
1,1,0,0.48288393773915034
1,0,1,0.6093921611386434
1,0,1,0.5567320432018267
1,1,0,0.41683990089647455
1,1,0,0.44801081611484583
0,0,1,0.5378954217172297
0,0,1,0.5622199118314491
0,0,1,0.563366449348885
1,0,1,0.6266721073437757
0,0,1,0.6176269055011036
1,0,1,0.5998059796924016
1,0,1,0.5943608880895777
1,1,0,0.4603762424848503
0,0,1,0.541227524372153
1,0,1,0.5926835943341471
1,0,1,0.6084159454247763
0,0,1,0.6257222385144489
1,1,0,0.4095983524576128
1,0,1,0.5575941091827571
1,0,1,0.6023328229904948
0,0,1,0.6029916645320772
0,0,1,0.5114377425072498
0,0,1,0.6205159084790874
1,0,1,0.5811257978172514
1,0,1,0.5512787964552486
1,0,1,0.5525518378012818
0,0,1,0.6293449696385998
0,1,0,0.4416116515395637
1,0,1,0.590328573593374
1,0,1,0.546971253286014
0,1,0,0.4875213259233196
0,0,1,0.6034119296313377
0,0,1,0.5215480109115677
1,0,1,0.6252697456255325
0,0,1,0.5674537929371456
0,1,0,0.4414011901964606
0,1,0,0.4177510604083019
0,0,1,0.5682792088034185
1,0,1,0.5107421656515521
0,1,0,0.46929124941466477
1,1,0,0.42608366077781334
1,0,1,0.6145011765921806
1,0,1,0.6065252287950538
1,0,1,0.5610567190677315
1,0,1,0.5975959244855718
1,1,0,0.42740593237527635
0,0,1,0.5320192282898566
1,1,0,0.44059797637045894
1,0,1,0.6183416497933233
1,0,1,0.5970239457936805
1,0,1,0.6090956745728592
1,0,1,0.5602479558944428
0,0,1,0.6001647635949166
1,1,0,0.4458274883082461
0,0,1,0.6282128260208822
0,1,0,0.4481591092682664
1,0,1,0.6073780076685409
1,0,1,0.5906428111334858
1,0,1,0.5179832454717765
1,0,1,0.6164999882871282
0,1,0,0.48052677278930017
1,0,1,0.59241551017121
0,1,0,0.4799334398202374
1,0,1,0.602604205495823
0,0,1,0.6141914702007801
1,0,1,0.6103514674452205
1,0,1,0.5965787615637005
0,1,0,0.4768027738430849
1,0,1,0.6116392441781731
1,1,0,0.43438123956107055
1,0,1,0.5566931152804405
0,0,1,0.5546730352902938
1,1,0,0.46231552712320123
0,1,0,0.3854116125764282
0,0,1,0.5919555337941143
1,0,1,0.6062137303764688
1,0,1,0.5851751444292873
0,1,0,0.43106342251986324
1,1,0,0.49433377159497827
0,1,0,0.46096339018028176
1,0,1,0.6184138207059158
0,0,1,0.5890990458476371
1,0,1,0.6183658663585843
1,1,0,0.47436008239791894
0,0,1,0.6131106187545766
1,0,1,0.617989155502555
0,0,1,0.6202936614889939
0,0,1,0.6186346639619288
0,0,1,0.5888286083779164
1,1,0,0.481064711150095
0,1,0,0.4539057276335915
1,0,1,0.6178947670858904
0,0,1,0.6329160989821225
1,0,1,0.6112002208419044
1,0,1,0.5602532431795059
0,1,0,0.46531855906299846
1,0,1,0.6077188919844698
1,0,1,0.6157870161891623
1,1,0,0.4401212017233545
1,1,0,0.47387170985104027
0,0,1,0.6005074917294818
1,1,0,0.4486810602103032
1,0,1,0.6054221083563638
1,1,0,0.4401640267291281
0,1,0,0.41898816339338196
0,1,0,0.4960586139905601
1,0,1,0.5801489568783049
1,0,1,0.594462111639005
0,0,1,0.6265441527126752
1,1,0,0.4249173851604978
1,0,1,0.5858865416078736
0,0,1,0.5666388465680041
1,0,1,0.588549151358267
1,0,1,0.6193162928248834
1,0,1,0.6049272982080053
1,1,0,0.4453388567347327
1,0,1,0.6009215484398649
1,1,0,0.43744961763839624
0,0,1,0.5446712049759955
0,0,1,0.5049450237299145
1,0,1,0.5897647577879729
1,0,1,0.6497136946976384
1,1,0,0.41600248374630067
1,1,0,0.4385860062116237
0,0,1,0.6056616616671615
0,0,1,0.6327034176422781
1,0,1,0.632515310516272
1,0,1,0.5671504285762471
0,1,0,0.4966610645007159
1,0,1,0.5863303403724237
0,0,1,0.6338974029537543
0,1,0,0.43117357708521
1,0,1,0.5911036419511867
0,0,1,0.5107029212042287
0,0,1,0.5121611532769941
1,0,1,0.6068520379139566
1,0,1,0.5981548730271496
0,0,1,0.615052923529202
1,1,0,0.41062155568910796
0,0,1,0.5417154599192698
1,0,1,0.6053445554152772
0,0,1,0.5854478635928775
0,1,0,0.42155092357331886
1,0,1,0.620714485799384
0,1,0,0.49206029837337295
1,0,1,0.6489129474481161
0,1,0,0.4469622669165241
0,0,1,0.6038596357781579
1,0,1,0.6137502865076097
1,1,0,0.4178238893185603
1,0,1,0.621444733551924
0,0,1,0.621171677023302
1,0,1,0.6307466191936022
0,1,0,0.4890903180725281
1,1,0,0.4314462462404351
0,1,0,0.44314754488799424
0,1,0,0.44495477771884184
0,0,1,0.583919187984437
1,0,1,0.6165592207641476
0,1,0,0.42179523079677006
1,0,1,0.5632729268679391
1,1,0,0.4408597337806073
0,0,1,0.6076119909952427
1,0,1,0.5803879507831128
0,1,0,0.48891410161754834
0,1,0,0.44035514193239117
0,0,1,0.5965711617532574
0,1,0,0.4146891721356428
0,1,0,0.438439470802637
1,0,1,0.6103567796123693
0,0,1,0.599655422594308
1,0,1,0.6267767580246304
1,0,1,0.6103701762776992
0,0,1,0.577768253369378
0,0,1,0.5260458610675512
0,1,0,0.49431923770465536
1,0,1,0.6109489144638726
1,0,1,0.5951148091224627
1,1,0,0.4324382529140617
0,1,0,0.40190862140519557
0,0,1,0.5981973531399181
1,0,1,0.6009941722835319
1,0,1,0.5686870756625325
1,0,1,0.6310916514668823
0,1,0,0.44696135397152453
0,0,1,0.6349867412515326
1,0,1,0.6037444438381748
1,0,1,0.5798132673035606
1,0,1,0.558138212797561
1,0,1,0.5783401551825266
0,0,1,0.5882708054381647
0,1,0,0.4304533394235322
0,0,1,0.576938352562641
1,1,0,0.4189055496885776
1,1,0,0.47649136632551714
0,0,1,0.5933661167409199
0,0,1,0.5878630602761261
1,1,0,0.4396401322621773
1,1,0,0.42092829846541047
0,1,0,0.49639412555107476
0,1,0,0.44894192581137227
1,1,0,0.4587240424149932
1,1,0,0.4882645330526774
1,0,1,0.6358044412509274
1,0,1,0.5400072511420245
1,0,1,0.5919553156552596
1,1,0,0.41683990089647455
0,0,1,0.5924658730589635
1,0,1,0.5537391934944856
1,0,1,0.548764143720011
0,0,1,0.5410231595673151
0,1,0,0.48793786584739496
1,1,0,0.49233046087882765
0,1,0,0.4414058084298191
0,1,0,0.49585461339086445
1,1,0,0.4973040593990045
0,1,0,0.41401496367939183
0,0,1,0.5920529671347359
1,0,1,0.5918445390792086
1,0,1,0.6280099527557053
0,1,0,0.43728471168179955
0,1,0,0.40114279591156177
1,0,1,0.5794279318321633
1,0,1,0.6103591427649195
0,0,1,0.5419757015189313
0,1,0,0.4243631393180592
1,0,1,0.5975729000289933
0,0,1,0.5525887579307674
1,1,0,0.4314462462404351
1,0,1,0.5831286729436685
0,0,1,0.6303125765390334
0,1,0,0.44471082879726626
0,0,1,0.5824375974431383
1,0,1,0.6033870571138301
1,0,1,0.5998552732495478
0,1,0,0.4991857905608967
0,1,0,0.45311811445124295
1,1,0,0.41700214560567433
1,0,1,0.5990957957675451
0,1,0,0.49429595043378743
1,1,0,0.4274829492730651
0,1,0,0.49275249419063777
1,0,1,0.6049643453242345
0,1,0,0.42650825296710093
1,1,0,0.4361311539924663
0,0,1,0.5900880106626787
1,1,0,0.43591510684756923
0,0,1,0.6324003770937499
0,0,1,0.5728810739032356
1,0,1,0.6139081505115981
0,0,1,0.6146032147831463
0,1,0,0.42315468944312273
0,1,0,0.44935563580212307
0,1,0,0.40148204180908403
1,0,1,0.5876469175143697
1,0,1,0.6153844412568686
0,0,1,0.5761711452277497
1,0,1,0.5701993526155198
1,1,0,0.453525281597965
0,0,1,0.5011335020065093
1,0,1,0.610275449232545
